participant_number,test_date,child_id,response_id,response_uuid,age_range,rounded_age,age,gender,lan_spoken,by_plant,by_lamp,trial_1,trial_1_correct_answer,trial_1_response,trial_1_score,trial_2,trial_2_correct_answer,trial_2_response,trial_2_score,trial_3,trial_3_correct_answer,trial_3_response,trial_3_score,trial_4,trial_4_correct_answer,trial_4_response,trial_4_score,trial_5,trial_5_correct_answer,trial_5_response,trial_5_score,trial_6,trial_6_correct_answer,trial_6_response,trial_6_score,total_score,notes,exclude,exclude_reason,notes
208,6/20/2024,Grannys_Gratitude_Stickers_20240620_1,225468,0a87b7c8-bfe9-4969-bd8c-065d1809d787,3287-3652,3390,9.29,female,en,benji,harry,exp7_bulb_laundry_correct_right_caleb,caleb,caleb,1,exp7_apple_trashcan_correct_left_lily,lily,alex,0,exp7_bear_water_correct_right_connor,connor,vicky,0,exp7_glass_beanbag_correct_right_lucas,lucas,lucas,1,exp7_rock_wine_correct_left_amber,amber,amber,1,exp7_basketball_egg_correct_left_charlie,charlie,charlie,1,4,,,,
209,6/20/2024,Grannys_Gratitude_Stickers_20240620_2,225501,f5f8179b-1ffd-47bf-8ce1-cfbfac8be3a9,3287-3652,3480,9.53,male,en,benji,harry,exp7_apple_trashcan_correct_left_lily,lily,lily,1,exp7_basketball_egg_correct_left_charlie,charlie,charlie,1,exp7_bear_water_correct_right_connor,connor,connor,1,exp7_bulb_laundry_correct_left_jessie,jessie,jessie,1,exp7_rock_wine_correct_left_amber,amber,amber,1,exp7_glass_beanbag_correct_right_lucas,lucas,lucas,1,6,rockstar,,,
210,6/20/2024,Grannys_Gratitude_Stickers_20240620_6,225530,89807161-6a93-427f-a4ce-9876632a2257,3287-3652,3360,9.21,female,en es,benji,harry,exp7_basketball_egg_correct_right_noah,noah,charlie,0,exp7_glass_beanbag_correct_left_emily,emily,emily,1,exp7_apple_trashcan_correct_right_alex,alex,lily,0,exp7_bear_water_correct_left_vicky,vicky,vicky,1,exp7_bulb_laundry_correct_right_caleb,caleb,jessie,0,exp7_rock_wine_correct_left_amber,amber,amber,1,3,,,,
211,4/11/2024,Grannys_Gratitude_Stickers_20240411_4,208206,38de832b-e2aa-4e2e-b5aa-9065b83829f8,3652-4017,3960,10.85,male,en,benji,harry,exp7_rock_wine_correct_left_amber,amber,amber,1,exp7_apple_trashcan_correct_left_lily,lily,lily,1,exp7_bear_water_correct_left_vicky,vicky,vicky,1,exp7_glass_beanbag_correct_left_emily,emily,emily,1,exp7_bulb_laundry_correct_right_caleb,caleb,caleb,1,exp7_basketball_egg_correct_right_noah,noah,noah,1,6,,,,
212,4/13/2024,Grannys_Gratitude_Stickers_20240413_3,208706,c8bbde30-c9d6-4bab-99c3-6c29d6b7f5ac,3652-4017,3720,10.19,female,en,benji,harry,exp7_rock_wine_correct_left_amber,amber,amber,1,exp7_glass_beanbag_correct_right_lucas,lucas,lucas,1,exp7_bulb_laundry_correct_right_caleb,caleb,caleb,1,exp7_apple_trashcan_correct_right_alex,alex,alex,1,exp7_basketball_egg_correct_right_noah,noah,noah,1,exp7_bear_water_correct_right_connor,connor,connor,1,6,,,,
213,4/13/2024,Grannys_Gratitude_Stickers_20240413_9,208743,efa4ba9e-a3b3-4afb-b95e-6ba87a0042b5,3652-4017,3720,10.19,female,en tr,benji,harry,exp7_bear_water_correct_right_connor,connor,connor,1,exp7_rock_wine_correct_left_amber,amber,amber,1,exp7_bulb_laundry_correct_left_jessie,jessie,jessie,1,exp7_glass_beanbag_correct_right_lucas,lucas,lucas,1,exp7_basketball_egg_correct_left_charlie,charlie,charlie,1,exp7_apple_trashcan_correct_right_alex,alex,alex,1,6,,,,
214,4/14/2024,Grannys_Gratitude_Stickers_20240414_4,209090,95577685-a8e5-4410-a94a-e88f80eb382c,3652-4017,3840,10.52,male,en ja,benji,harry,exp7_rock_wine_correct_left_amber,amber,none,0,exp7_apple_trashcan_correct_right_alex,alex,alex,1,exp7_bear_water_correct_left_vicky,vicky,vicky,1,exp7_glass_beanbag_correct_right_lucas,lucas,both,0,exp7_bulb_laundry_correct_left_jessie,jessie,jessie,1,exp7_basketball_egg_correct_right_noah,noah,buy another sticker,0,3,,,,
215,4/15/2024,Grannys_Gratitude_Stickers_20240415_11,209414,85c68da1-2341-4f58-9556-ffbec63fad28,3652-4017,3870,10.60,male,en,benji,harry,exp7_bulb_laundry_correct_left_jessie,jessie,caleb,0,exp7_bear_water_correct_left_vicky,vicky,connor,0,exp7_glass_beanbag_correct_left_emily,emily,emily,1,exp7_rock_wine_correct_right_billy,billy,billy,1,exp7_apple_trashcan_correct_left_lily,lily,lily,1,exp7_basketball_egg_correct_right_noah,noah,noah,1,4,,,,
216,4/16/2024,Grannys_Gratitude_Stickers_20240416_9,209838,1628a6e0-6d33-4b8c-93c3-6e9691c070c9,3652-4017,3840,10.52,female,en,benji,harry,exp7_glass_beanbag_correct_right_lucas,lucas,lucas,1,exp7_basketball_egg_correct_right_noah,noah,noah,1,exp7_bear_water_correct_left_vicky,vicky,vicky,1,exp7_apple_trashcan_correct_left_lily,lily,lily,1,exp7_rock_wine_correct_right_billy,billy,billy,1,exp7_bulb_laundry_correct_right_caleb,caleb,caleb,1,6,,,,
217,4/17/2024,Grannys_Gratitude_Stickers_20240417_11,210083,f52257f8-13a5-47b6-ade7-681b7e95f64c,3652-4017,3840,10.52,male,en,benji,harry,exp7_bulb_laundry_correct_left_jessie,jesse,jesse,1,exp7_glass_beanbag_correct_right_lucas,lucas,lucas,1,exp7_basketball_egg_correct_right_noah,noah,noah,1,exp7_rock_wine_correct_left_amber,amber,amber,1,exp7_bear_water_correct_right_connor,connor,connor,1,exp7_apple_trashcan_correct_right_alex,alex,alex,1,6,,,,
218,4/17/2024,Grannys_Gratitude_Stickers_20240417_15,210121,22aeb883-a254-41f4-947e-0ec67ee2d8bd,3652-4017,3870,10.60,female,en,benji,harry,exp7_rock_wine_correct_right_billy,billy,billy,1,exp7_bear_water_correct_left_vicky,vicky,vicky,1,exp7_glass_beanbag_correct_left_emily,emily,emily,1,exp7_basketball_egg_correct_right_noah,noah,noah,1,exp7_bulb_laundry_correct_right_caleb,caleb,jessie,0,exp7_apple_trashcan_correct_right_alex,alex,alex,1,5,,,,
219,5/2/2024,Grannys_Gratitude_Stickers_20240502_1,213402,ebf9f092-a952-4f39-a7f7-32fb1dc8132f,3652-4017,3750,10.27,female,en,benji,harry,exp7_glass_beanbag_correct_left_emily,emily,lucas,0,exp7_bulb_laundry_correct_left_jessie,jessie,jessie,1,exp7_apple_trashcan_correct_left_lily,lily,lily,1,exp7_basketball_egg_correct_right_noah,noah,noah,1,exp7_rock_wine_correct_right_billy,billy,billy,1,exp7_bear_water_correct_right_connor,connor,connor,1,5,,,,
220,5/5/2024,Grannys_Gratitude_Stickers_20240505_2,213909,39b98a0b-97f1-4531-b160-775be680f40a,3652-4017,3780,10.36,male,en,benji,harry,exp7_glass_beanbag_correct_right_lucas,lucas,lucas,1,exp7_bulb_laundry_correct_right_caleb,caleb,caleb,1,exp7_basketball_egg_correct_left_charlie,charlie,charlie,1,exp7_bear_water_correct_right_connor,connor,connor,1,exp7_rock_wine_correct_right_billy,billy,billy,1,exp7_apple_trashcan_correct_left_lily,lily,lily,1,6,,,,
221,5/7/2024,Grannys_Gratitude_Stickers_20240507_6,214493,5957c892-5c22-487c-a356-75bf90a7a880,3652-4017,3690,10.11,male,en,benji,harry,exp7_apple_trashcan_correct_right_alex,alex,alex,1,exp7_rock_wine_correct_left_amber,amber,billy,0,exp7_bear_water_correct_left_vicky,vicky,vicky,1,exp7_glass_beanbag_correct_left_emily,emily,caleb,0,exp7_basketball_egg_correct_left_charlie,charlie,charlie,1,exp7_bulb_laundry_correct_left_jessie,jessie,jessie,1,4,,,,
222,8/23/2024,Grannys_Gratitude_Stickers_20240823_3,242619,5fc59afb-5464-4e07-ae4d-d19aba3de27c,3652-4017,3900,10.68,female,en,benji,harry,exp7_basketball_egg_correct_left_charlie,charlie,charlie,1,exp7_apple_trashcan_correct_left_lily,lily,lily,1,exp7_bulb_laundry_correct_left_jessie,jessie,jessie,1,exp7_rock_wine_correct_right_billy,billy,billy,1,exp7_bear_water_correct_left_vicky,vicky,vicky,1,exp7_glass_beanbag_correct_right_lucas,lucas,lucas,1,6,,,,
223,6/20/2024,Grannys_Gratitude_Stickers_20240620_13,225725,38da4ac5-82a7-4370-86f9-621421dabb1c,3652-4017,3900,10.68,female,en so,benji,harry,exp7_bear_water_correct_left_vicky,vicky,vicky,1,exp7_rock_wine_correct_right_billy,billy,billy,1,exp7_basketball_egg_correct_right_noah,noah,noah,1,exp7_apple_trashcan_correct_right_alex,alex,alex,1,exp7_bulb_laundry_correct_right_caleb,caleb,caleb,1,exp7_glass_beanbag_correct_right_lucas,lucas,lucas,1,6,rockstar!!!,,,
224,6/22/2024,Grannys_Gratitude_Stickers_20240622_1,226099,ed18b5a9-4c7f-4d93-8e99-06041d7361d4,3652-4017,3720,10.19,male,en,benji,harry,exp7_apple_trashcan_correct_right_alex,alex,alex,1,exp7_rock_wine_correct_left_amber,amber,amber,1,exp7_bulb_laundry_correct_right_caleb,caleb,caleb,1,exp7_glass_beanbag_correct_left_emily,emily,emily,1,exp7_bear_water_correct_right_connor,connor,connor,1,exp7_basketball_egg_correct_right_noah,noah,noah,1,6,,,,
225,8/5/2024,Grannys_Gratitude_Stickers_20240805_1,237997,d7d1debf-4580-4849-a379-e060fa4fd9fa,3652-4017,3930,10.77,male,en,benji,harry,exp7_bulb_laundry_correct_right_caleb,caleb,caleb,1,exp7_basketball_egg_correct_right_noah,noah,noah,1,exp7_bear_water_correct_left_vicky,vicky,vicky,1,exp7_rock_wine_correct_right_billy,billy,billy,1,exp7_glass_beanbag_correct_right_lucas,lucas,lucas,1,exp7_apple_trashcan_correct_right_alex,alex,alex,1,6,,,,
226,8/24/2024,Grannys_Gratitude_Stickers_20240824_2,242732,26f89268-0904-4b54-90a1-174fb9e15b26,3652-4017,3750,10.27,female,en,benji,harry,exp7_basketball_egg_correct_left_charlie,charlie,noah,0,exp7_bulb_laundry_correct_left_jessie,jessie,caleb,0,exp7_glass_beanbag_correct_right_lucas,lucas,emiliy,0,exp7_bear_water_correct_right_connor,connor,vicky,0,exp7_apple_trashcan_correct_left_lily,lily,lily,1,exp7_rock_wine_correct_right_billy,billy,amber,0,1,,,,
227,8/25/2024,Grannys_Gratitude_Stickers_20240825_1,242806,1d5cd306-6f47-4248-845e-9788df71f2ea,3652-4017,3810,10.44,male,na,benji,harry,exp7_bulb_laundry_correct_right_caleb,caleb,caleb,1,exp7_rock_wine_correct_left_amber,amber,amber,1,exp7_glass_beanbag_correct_right_lucas,lucas,lucas,1,exp7_bear_water_correct_right_connor,connor,connor,1,exp7_apple_trashcan_correct_left_lily,lily,lily,1,exp7_basketball_egg_correct_right_noah,noah,noah,1,6,,,,
228,8/6/2024,Grannys_Gratitude_Stickers_20240806_3,238228,15e7f097-97d6-4cce-9a5d-f7c97410c798,3652-4017,3900,10.68,female,en,benji,harry,exp7_apple_trashcan_correct_left_lily,lily,lily,1,exp7_bulb_laundry_correct_left_jessie,jessie,caleb,0,exp7_glass_beanbag_correct_right_lucas,lucas,emily,0,exp7_bear_water_correct_left_vicky,vicky,vicky,1,exp7_rock_wine_correct_right_billy,billy,amber,0,exp7_basketball_egg_correct_left_charlie,charlie,charlie,1,3,,,,
229,8/9/2024,Grannys_Gratitude_Stickers_20240809_1,238754,18026084-7c6b-4e85-854a-7754e83ac55d,3652-4017,3780,10.36,female,en,benji,harry,exp7_bulb_laundry_correct_right_caleb,caleb,caleb,1,exp7_bear_water_correct_left_vicky,vicky,vicky,1,exp7_apple_trashcan_correct_right_alex,alex,alex,1,exp7_rock_wine_correct_left_amber,amber,amber,1,exp7_basketball_egg_correct_left_charlie,charlie,charlie,1,exp7_glass_beanbag_correct_left_emily,emily,emily,1,6,,,,
230,8/9/2024,Grannys_Gratitude_Stickers_20240809_2,238913,45682049-fc4c-4e4d-9cd0-f173300d6c47,3652-4017,3990,10.93,male,en,benji,harry,exp7_basketball_egg_correct_left_charlie,charlie,charlie,1,exp7_bear_water_correct_left_vicky,vicky,vicky,1,exp7_glass_beanbag_correct_right_lucas,lucas,lucas,1,exp7_apple_trashcan_correct_right_alex,alex,alex,1,exp7_rock_wine_correct_right_billy,billy,billy,1,exp7_bulb_laundry_correct_left_jessie,jessie,jessie,1,6,,,,
231,8/9/2024,Grannys_Gratitude_Stickers_20240809_3,238971,1ef7c20b-a9e4-4f06-9c2f-29cbe307392b,3652-4017,3810,10.44,male,en so,benji,harry,exp7_basketball_egg_correct_left_charlie,charlie,charlie,1,exp7_bear_water_correct_right_connor,connor,connor,1,exp7_glass_beanbag_correct_right_lucas,lucas,lucas,1,exp7_bulb_laundry_correct_right_caleb,caleb,caleb,1,exp7_apple_trashcan_correct_right_alex,alex,alex,1,exp7_rock_wine_correct_left_amber,amber,amber,1,6,,,,
232,8/25/2024,Grannys_Gratitude_Stickers_20240825_2,242839,5bc31ec8-bb08-4e25-a1e0-37227dab0a62,3652-4017,3990,10.93,female,en,benji,harry,exp7_glass_beanbag_correct_right_lucas,lucas,emily,0,exp7_apple_trashcan_correct_left_lily,lily,lily,1,exp7_basketball_egg_correct_right_noah,noah,noah,1,exp7_rock_wine_correct_left_amber,amber,amber,1,exp7_bulb_laundry_correct_right_caleb,caleb,caleb,1,exp7_bear_water_correct_right_connor,connor,connor,1,5,,,,
233,8/10/2024,Grannys_Gratitude_Stickers_20240810_2,239147,d9f79bba-7cf8-4c31-b9b9-7c47dc71d8f6,3652-4017,3780,10.36,female,en ml,benji,harry,exp7_glass_beanbag_correct_right_lucas,lucas,lucas,1,exp7_rock_wine_correct_left_amber,amber,amber,1,exp7_basketball_egg_correct_left_charlie,charlie,charlie,1,exp7_bulb_laundry_correct_right_caleb,caleb,caleb,1,exp7_bear_water_correct_right_connor,connor,connor,1,exp7_apple_trashcan_correct_right_alex,alex,alex,1,6,,,,
234,8/11/2024,Grannys_Gratitude_Stickers_20240811_1,239275,1fdae1d8-4096-4691-968c-9b8ed92eca05,3652-4017,3720,10.19,female,en,benji,harry,exp7_bear_water_correct_right_connor,connor,connor,1,exp7_basketball_egg_correct_left_charlie,charlie,noah,0,exp7_glass_beanbag_correct_right_lucas,lucas,lucas,1,exp7_bulb_laundry_correct_left_jessie,jessie,jessie,1,exp7_apple_trashcan_correct_left_lily,lily,lily,1,exp7_rock_wine_correct_left_amber,amber,amber,1,5,,,,
235,8/11/2024,Grannys_Gratitude_Stickers_20240811_2,239340,d082a58e-9547-4f1c-b744-cba371cb7b5b,3652-4017,3780,10.36,male,en,benji,harry,exp7_bulb_laundry_correct_right_caleb,caleb,caleb,1,exp7_bear_water_correct_left_vicky,vicky,vicky,1,exp7_glass_beanbag_correct_left_emily,emily,emily,1,exp7_apple_trashcan_correct_left_lily,lily,lily,1,exp7_rock_wine_correct_left_amber,amber,amber,1,exp7_basketball_egg_correct_left_charlie,charlie,charlie,1,6,,,,
236,8/20/2024,Grannys_Gratitude_Stickers_20240820_1,241565,2aae0215-6343-4501-b9f5-84ca36e95b2a,3652-4017,3900,10.68,male,en nl,benji,harry,exp7_glass_beanbag_correct_left_emily,emily,emily,1,exp7_bear_water_correct_left_vicky,vicky,vicky,1,exp7_rock_wine_correct_right_billy,billy,billy,1,exp7_bulb_laundry_correct_left_jessie,jessie,jessie,1,exp7_basketball_egg_correct_right_noah,noah,noah,1,exp7_apple_trashcan_correct_left_lily,lily,lily,1,6,,,,
237,8/23/2024,Grannys_Gratitude_Stickers_20240823_2,242615,a3cb1bf0-6b57-4a3a-81cc-fa54e6a2ccce,3652-4017,3930,10.77,male,en hi,benji,harry,exp7_glass_beanbag_correct_left_emily,emily,emily,1,exp7_bear_water_correct_left_vicky,vicky,connor,0,exp7_apple_trashcan_correct_left_lily,lily,lily,1,exp7_rock_wine_correct_left_amber,amber,billy,0,exp7_basketball_egg_correct_left_charlie,charlie,charlie,1,exp7_bulb_laundry_correct_right_caleb,caleb,caleb,1,4,,,,
238,8/25/2024,Grannys_Gratitude_Stickers_20240825_4,242969,a130ff06-fb62-4770-848d-d1d5c22cc56e,3652-4017,3780,10.36,female,en,benji,harry,exp7_basketball_egg_correct_left_charlie,charlie,charlie,1,exp7_bear_water_correct_right_connor,connor,connor,1,exp7_bulb_laundry_correct_left_jessie,jessie,jessie,1,exp7_rock_wine_correct_left_amber,amber,amber,1,exp7_glass_beanbag_correct_right_lucas,lucas,lucas,1,exp7_apple_trashcan_correct_left_lily,lily,lily,1,6,,,,
239,12/24/2024,Grannys_Gratitude_Stickers_20241224_1,277609,43ebba2e-80a0-4a34-9880-8221a4220f5b,3652-4017,3900,10.68,male,en fr de,benji,harry,exp7_basketball_egg_correct_right_noah,noah,charlie,0,exp7_bulb_laundry_correct_left_jessie,jessie,jessie,1,exp7_rock_wine_correct_left_amber,amber,amber,1,exp7_bear_water_correct_right_connor,connor,connor,1,exp7_glass_beanbag_correct_right_lucas,lucas,lucas,1,exp7_apple_trashcan_correct_right_alex,alex,I don't know,0,4,,,,
240,12/24/2024,Grannys_Gratitude_Stickers_20241224_2,277722,40e75d1f-0654-4bc5-85e5-31f4918e32f6,3652-4017,3930,10.77,male,na,benji,harry,exp7_glass_beanbag_correct_left_emily,emily,emily,1,exp7_basketball_egg_correct_left_charlie,charlie,charlie,1,exp7_bear_water_correct_right_connor,connor,connor,1,exp7_apple_trashcan_correct_right_alex,alex,alex,1,exp7_rock_wine_correct_left_amber,amber,amber,1,exp7_bulb_laundry_correct_right_caleb,caleb,caleb,1,6,,,,
